,Title,Song Links,Artist,Streams,Date,Token,Loudness
311,I'm a Mess,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,857557,2018-10-04,04ZTP5KsCypmtCmQg5tH9R,-6.257
312,Lean Wit Me,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,851497,2018-10-04,29tc0GbW0pTSBZSCZF3NWk,-5.515
313,I Fall Apart,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,Post Malone,835159,2018-10-04,75ZvA4QfFiZvzhj2xkaWAh,-5.408
314,YOSEMITE,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,Travis Scott,834969,2018-10-04,7lAK3oHbfEnvUQWosrMMpR,-6.571
315,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,YG,828102,2018-10-04,0ZNrc4kNeQYD9koZ3KvCsy,-7.709
316,Look At Me!,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,818843,2018-10-04,6eYxmK9fdL4hwLnXG2zY3s,-6.405
317,Too Good At Good,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,es,813664,2018-10-04,1mXVgsBdtIVeCLJnSnmtdV,-8.279
318,XO Tour Llif3,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,811071,2018-10-04,7GX5flRQZVHRAGd6B4TmDO,-6.366
319,Look Alive (feat. Drake),https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,807007,2018-10-04,4qKcDkK6siZ7Jp1Jb4m0aL,-7.495
320,Meant to Be (feat. Florida Georgia Line),https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Bebe Rexha,803183,2018-10-04,4e4fqjx0Izh4svvTef1z7e,-6.61
321,Fall,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,Eminem,795073,2018-10-04,58QhkbaAkLFnn7JwAnAato,-5.716
322,Famous (feat. Reginae Carter),https://open.spotify.com/track/05r1GGg1Rhs0RcUg27C82a,Lil Wayne,787486,2018-10-04,05r1GGg1Rhs0RcUg27C82a,-5.664
323,Lost In Japan - Remix,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,Shawn Mendes,785314,2018-10-04,575NJxNUVDqwJGdzBrlLbv,-5.34
324,La player (Bandolera),https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP,Zion & Lennox,775871,2018-10-04,0VKkyBKCXyR99navhVRqcP,-5.238
325,Hipócrita,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,Anuel AA,774939,2018-10-04,6XBjCetHKdO5L9cwMDVffw,-2.78
326,"If I'm Lyin, I'm Flyin",https://open.spotify.com/track/2uMTscYuCT3BZ0OCzH3MwN,Kodak Black,770491,2018-10-04,2uMTscYuCT3BZ0OCzH3MwN,-5.558
327,Dark Side Of The Moon (feat. Nicki Minaj),https://open.spotify.com/track/5IvdLxVB8gwwcgnEkXSSW2,Lil Wayne,769726,2018-10-04,5IvdLxVB8gwwcgnEkXSSW2,-5.384
328,Darkside,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,Alan Walker,761113,2018-10-04,1snWlbcbgQpJfknoI30DWG,-5.06
329,Want To,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,Dua Lipa,755198,2018-10-04,0CBFOvHlyqy30Q5tbyNHfQ,-4.783
330,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,James Arthur,752510,2018-10-04,5uCax9HTNlzGybIStD3vDh,-7.398
331,Drew Barrymore,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,Bryce Vine,752469,2018-10-04,0OgGn1ofaj55l2PcihQQGV,-7.312
332,Me Niego (feat. Ozuna & Wisin),https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,Reik,749314,2018-10-04,6jA8JUuPCGYjFcgw0AoM5T,-4.449
333,X - Remix,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,743931,2018-10-04,6JjPBQfI2Y8nIjnm65X6Pw,-4.957
334,Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,738519,2018-10-04,2RttW7RAu5nOAfq6YFvApB,-7.355
335,Wasted (feat. Lil Uzi Vert),https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,Juice WRLD,737674,2018-10-04,3obgSF06ki98lYNLNq5vCB,-5.024
336,the remedy for a broken heart (why am I so in love),https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,732113,2018-10-04,4UKCKdYiLN6IMA5ZESUTL7,-11.192
337,Venom - Music From The Motion Picture,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4,Eminem,729464,2018-10-04,2SL6oP2YAEQbqsrkOzRGO4,-5.063
338,REEL IT IN,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,Aminé,729227,2018-10-04,5qHirGR7M9tdm6C17DlzSY,-8.677
339,These Days,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,Rudimental,728402,2018-10-04,5CLGzJsGqhCEECcpnFQA8x,-4.057
340,In My Blood,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,Shawn Mendes,725027,2018-10-04,2QZ7WLBE8h2y1Y5Fb8RYbH,-7.321
341,All I Am,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV,Jess Glynne,723336,2018-10-04,6X6SdJzxyw7GzxwP2fr9WV,-5.199
342,SWISH,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,Tyga,720413,2018-10-04,55GiOwtxNajXVbpjjIzMnD,-5.608
343,Blah Blah Blah,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj,Armin van Buuren,719336,2018-10-04,0tp6mwUt99QnfY95T30Lqj,-3.911
344,There's No Way (feat. Julia Michaels),https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,Lauv,715549,2018-10-04,2hnxrRNzF74mdDzpQZQukQ,-7.114
345,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,713577,2018-10-04,7BKLCZ1jbUBVqRi2FVlTVw,-5.599
346,Self Care,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,712728,2018-10-04,5bJ1DrEM4hNCafcDd1oxHx,-8.109
347,Sin (feat. Jaden Smith),https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,Young Thug,712559,2018-10-04,1Jl21sidRpEdlVBvYbssLx,-11.767
348,Flames,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,David Guetta,707179,2018-10-04,66BjcDhhwWCcQIBxHMpKXh,-5.892
349,Love No More,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD,Loud Luxury,705682,2018-10-04,15fZrZhdK0g1BS9sDeW6sD,-6.249
350,Dope Niggaz (feat. Snoop Dogg),https://open.spotify.com/track/2AwyHlbA6f641SEkizD5JG,Lil Wayne,705046,2018-10-04,2AwyHlbA6f641SEkizD5JG,-5.053
351,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Post Malone,700304,2018-10-04,3a1lNhkSLSkpJE4MSHpDu9,-4.183
352,Mine,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,Bazzi,690593,2018-10-04,7uzmGiiJyRfuViKKK3lVmR,-3.874
353,What Lovers Do (feat. SZA),https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,Maroon 5,689427,2018-10-04,0GxQ1A5L9xnMOytbP6eKBG,-5.131
354,OTW,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,Khalid,687979,2018-10-04,6Hgh47WXVKtXN5zGOu0hjI,-6.183
355,I'm Yours,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,685936,2018-10-04,3S0OXQeoh0w6AY8WQVckRW,-8.322
356,HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,685039,2018-10-04,7KXjTSCq5nL1LoYtL7XAwS,-6.638
357,Me Dijeron,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh,Ozuna,684772,2018-10-04,17UUYZ290omPaJY4wKeyHh,-2.817
358,Diamond Heart,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT,Alan Walker,683435,2018-10-04,4J4zx8xGJpuGndrVc06KaT,-6.145
359,Not Alike (feat. Royce Da 5'9),https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU,Eminem,681462,2018-10-04,28FGV3ORH14MYORd7s5dlU,-3.746
360,Hope,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,678163,2018-10-04,2ZRo7axmMPeSVUvDbGkJah,-6.081
361,Celoso,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,Lele Pons,675567,2018-10-04,33zcmmElV1YbRZe57biUjg,-4.179
362,8 Letters,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,Why Don't We,674318,2018-10-04,4zRZAmBQP8vhNPf9i9opXt,-5.702
363,Unica,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A,Ozuna,673861,2018-10-04,33b2wX9d0kxqxhi7lcsC1A,-3.048
364,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,Sofia Reyes,669405,2018-10-04,4QtiVmuA88tPQiCOHZuQ5b,-3.112
365,Young Dumb & Broke,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,Khalid,658893,2018-10-04,5Z3GHaZ6ec9bsiI5BenrbY,-6.351
366,Call Out My Name,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,The Weeknd,650355,2018-10-04,1gm616Plq4ScqNi7TVkZ5N,-4.929
367,Silence,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,Marshmello,643144,2018-10-04,7vGuf3Y35N4wmASOKLUVVU,-3.093
368,Thinking out Loud,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,642602,2018-10-04,1Slwb6dOYkBlWal1PGtnNg,-6.061
369,Africa,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,TOTO,642270,2018-10-04,2374M0fQpWi3dLnB54qaLX,-18.064
370,Don’t Matter To Me (with Michael Jackson),https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,Drake,640882,2018-10-04,6G8kHiVZ1jW7vHMPVRNZU0,-12.391
371,Open Letter,https://open.spotify.com/track/2DnH4XlEkghUdE8ymdVom5,Lil Wayne,640708,2018-10-04,2DnH4XlEkghUdE8ymdVom5,-6.299
372,Ric Flair Drip (& Metro Boomin),https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,Offset,640081,2018-10-04,7sO5G9EABYOXQKNPNiE9NR,-8.28
373,X,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,Nicky Jam,639576,2018-10-04,39N9RPD9MRb5WmoLzNzPeA,-4.736
374,Something Just Like This,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,636813,2018-10-04,6RUKPb4LETWmmr3iAEQktW,-6.769
375,RAP DEVIL,https://open.spotify.com/track/43TP6JCWXgkc2D7Xjz5hBr,Machine Gun Kelly,632512,2018-10-04,43TP6JCWXgkc2D7Xjz5hBr,-4.662
376,Photograph,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,632394,2018-10-04,6fxVffaTuwjgEk5h9QyRjy,-10.48
377,Wonderwall - Remastered,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Oasis,631117,2018-10-04,5qqabIl2vWzo9ApSC317sa,-4.066
378,Madura (feat. Bad Bunny),https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN,Cosculluela,630362,2018-10-04,0r9d60ZYPAlFHq8qnUtkXN,-7.639
379,Estamos Bien,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn,Bad Bunny,627682,2018-10-04,7glCSQqV5o6NU88Cn4zPZn,-5.618
380,Wolves,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,621326,2018-10-04,0tBbt8CrmxbjRP0pueQkyU,-4.59
381,Mr. Brightside,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,The Killers,613989,2018-10-04,7oK9VyNzrYvRFo7nQEYkWN,-3.66
382,goosebumps,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Travis Scott,608997,2018-10-04,6gBFPUFcJLzWGx4lenP6h2,-3.37
383,Greatest,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv,Eminem,605819,2018-10-04,2XTquzYQAdT1Hk78bOUwsv,-5.186
384,Por Perro,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,Sebastian Yatra,603221,2018-10-04,2alIsNw1mqEShbWyO1HXZZ,-5.18
385,Hopeless Romantic (feat. Swae Lee),https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM,Wiz Khalifa,603126,2018-10-04,7IBSffWIu7P2MC7kMwy2FM,-7.379
386,Culpables,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn,Manuel Turizo,601325,2018-10-04,3RD0PGolM0mETGHaprwgMn,-11.134
387,Unforgettable,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,French Montana,593807,2018-10-04,3B54sVLJ402zGa6Xm4YGNe,-5.043
388,All The Stars (with SZA),https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,592901,2018-10-04,3GCdLUSnKSMJhs4Tj6CV3s,-4.946
389,Whatever It Takes,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,590864,2018-10-04,6Qn5zhYkTa37e91HC1D7lb,-5.021
390,Remind Me to Forget,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80,Kygo,589671,2018-10-04,6xTU6B6nFwKKTSZ9ySXS80,-6.389
391,Perfect Duet (Ed Sheeran & Beyoncé),https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran,584679,2018-10-04,1bhUWB0zJMIKr9yVPrkEuI,-7.365
392,You Say,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R,Lauren Daigle,584245,2018-10-04,3ngc7rGlfeFaskU90EWl4R,-6.381
393,Mi Cama - Remix,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE,KAROL G,582812,2018-10-04,38QmUDpkoYlNbMKvpvAsrE,-4.423
394,Plug Walk,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid,581226,2018-10-04,1ZAyjvIk9YiD76yYy0TEG6,-6.531
395,Chica Paranormal,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV,Paulo Londra,575717,2018-10-04,2r77vqSZkOktTSgmAOoHsV,-4.319
396,Ibiza,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,Ozuna,574829,2018-10-04,1h9P5WJwyvK8OB7O2YiXgp,-5.144
397,Let You Down,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,NF,573725,2018-10-04,52okn5MNA47tk87PeZJLEL,-5.665
398,"Lose Yourself - From ""8 Mile"" Soundtrack",https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,Eminem,568001,2018-10-04,7w9bgPAmPTtrkt2v16QWvQ,-4.554
399,Feel It Still,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,567661,2018-10-04,6QgjcU0zLnzq5OrUoSZ3OK,-5.115
400,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,DJ Snake,4901070,2018-10-05,4w8niZpiMy6qz1mntFA5uM,-4.206
401,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,Marshmello,4279508,2018-10-05,2dpaYNEQHiRxtZbfNsse99,-2.749
402,I Love It (& Lil Pump),https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,Kanye West,4239111,2018-10-05,4S8d14HvHb70ImctNgVzQQ,-8.304
403,Falling Down - Bonus Track,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,Lil Peep,3483141,2018-10-05,0Dn40gxVCMo5TkgS8Ik18Q,-6.442
404,Promises (with Sam Smith),https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,Calvin Harris,3284706,2018-10-05,5N5k9nd479b1xpDZ4usjrg,-5.991
405,Eastside (with Halsey & Khalid),https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,benny blanco,3139445,2018-10-05,0d2iYfpKoM0QCKvcLCkBao,-7.648
406,In My Mind,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,3126463,2018-10-05,0E9ZjEAyAwOXZ7wJC0PD33,-5.335
407,SICKO MODE,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,Travis Scott,2806641,2018-10-05,2xLMifQCjDGFmkHkpNLD9h,-3.714
408,In My Feelings,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,Drake,2757857,2018-10-05,2G7V7zsVDxg1yRsu7Ew9RJ,-5.833
409,Lucid Dreams,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,Juice WRLD,2654183,2018-10-05,0s3nnoMeVWz3989MkNQiRf,-7.23
410,Mona Lisa (feat. Kendrick Lamar),https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8,Lil Wayne,2589388,2018-10-05,0dbTQYW3Ad1FTzIA9t90E8,-4.393
411,Drip Too Hard (Lil Ba,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,& Gunna),2521699,2018-10-05,78QR3Wp35dqAhFEc2qAGjE,-6.977
412,Without Me,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,Halsey,2519676,2018-10-05,5p7ujcrUXASCNwRaWNHR1C,-7.05
413,STOOPID,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K,6ix9ine,2510965,2018-10-05,1jQvUmf16VE9WQCPuK2e8K,-4.296
414,Never Recover (Lil Ba,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,"& Gunna, Drake)",2457436,2018-10-05,6wWaVoUOzLQJHd3bWAUpdZ,-5.327
415,Better,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,Khalid,2376382,2018-10-05,4T3fNx3CgwDRRYgmFCbD4J,-10.332
416,SAD!,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,2337446,2018-10-05,3ee8Jmje8o58CHK66QrVC2,-4.88
417,Be Alright,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,Dean Lewis,2333838,2018-10-05,3EPXxR3ImUwfayaurPi3cm,-6.319
418,Moonlight,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,XXXTENTACION,2319706,2018-10-05,0JP9xo3adEtGSdUEISiszL,-5.723
419,Girls Like You (feat. Cardi B),https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,2283360,2018-10-05,7fa9MBXhVfQ8P8Df9OEbD8,-6.825
420,BEBE,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C,6ix9ine,2258642,2018-10-05,7ATATJztoWLcqDAcVVof0C,-3.559
421,FEFE (feat. Nicki Minaj & Murda Beatz),https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,6ix9ine,2242443,2018-10-05,2E124GmJRnBJuXbTb4cPUB,-9.127
422,Electricity (with Dua Lipa),https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,Silk City,2218117,2018-10-05,5N4erncE7kuUccm7zEmwzk,-6.439
423,Lucky You (feat. Joyner Lucas),https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,Eminem,2203457,2018-10-05,60SdxE8apGAxMiRrpbmLY0,-4.884
424,Vaina Loca,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,Ozuna,2196494,2018-10-05,48zFZh27QU5qsrBjn4C2FA,-4.249
425,Mo Bamba,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,2106576,2018-10-05,1xzBco0xcoJEDXktl7Jxrr,-5.266
426,Taste (feat. Offset),https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,Tyga,2037167,2018-10-05,5IaHrVsrferBYDm0bDyABy,-7.442
427,Morph,https://open.spotify.com/track/01vv2AjxgP4uUyb8waYO5Y,Twenty One Pilots,2036823,2018-10-05,01vv2AjxgP4uUyb8waYO5Y,-7.249
428,I Like It,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,Cardi B,2010414,2018-10-05,58q2HKrzhC3ozto2nDdN4z,-3.998
429,Natural,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,1938022,2018-10-05,4zIO3ilp5HvTeK3HJHxhMP,-6.106
430,Better Now,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,Post Malone,1912988,2018-10-05,7dt6x5M1jzdTEt8oCbisTK,-5.843
431,This Feeling (feat. Kelsea Ballerini),https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N,The Chainsmokers,1869509,2018-10-05,15kQGEy89K8deJcZVFEn0N,-7.906
432,Don't Cry (feat. XXXTENTACION),https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne,Lil Wayne,1722617,2018-10-05,5BQrp63SHCVf4bzCzJePne,-6.072
433,Youngblood,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,1715869,2018-10-05,2iUXsYOEPhVqEBwsqP70rE,-5.114
434,Te Boté - Remix,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,1714015,2018-10-05,3V8UKqhEK5zBkBb6d6ub8i,-3.445
435,No Brainer,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,DJ Khaled,1671627,2018-10-05,5WvAo7DNuPRmk4APhdPzi8,-4.706
436,Nonstop,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,Drake,1659184,2018-10-05,0TlLq3lA83rQOYtrqBqSct,-8.074
437,Solo (feat. Demi Lovato),https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Clean Bandit,1648591,2018-10-05,6kPJZM97LwdG9QIsT7khp6,-4.546
438,Beautiful (feat. Camila Cabello),https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,Bazzi,1638756,2018-10-05,4VUwkH455At9kENOfzTqmF,-4.722
439,Killshot,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,Eminem,1623780,2018-10-05,1jo3TwNGCXfNdB5uba3ZVv,-8.645
440,Rise,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,1614743,2018-10-05,3u1S1OmAUhx5DRlLrXqyp3,-4.653
441,Wake Up in the Sky,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,1546497,2018-10-05,0QIjsbm2fh1cJ45XO9eGqq,-5.144
442,Thunderclouds,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi,Sia,1535635,2018-10-05,5a8RPWgKSmcGBGcffmIrUi,-5.985
443,Noticed,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,Lil Mosey,1535020,2018-10-05,7d6XJZjnm7iWcKwYL9z5kC,-7.622
444,breathin,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Ariana Grande,1526166,2018-10-05,4OafepJy2teCjYJbvFE60J,-5.413
445,Jocelyn Flores,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,1522761,2018-10-05,7m9OqQk4RVRkw9JJdeAw96,-9.144
446,Shotgun,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,George Ezra,1521284,2018-10-05,4ofwffwvvnbSkrMSCKQDaC,-4.733
447,God is a woman,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,1512835,2018-10-05,5OCJzvD7sykQEKHH7qAC3C,-5.934
448,Body (feat. Brando),https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,1495345,2018-10-05,7K7MUBCnzgBAvMVW2RTWNs,-4.399
449,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,1489777,2018-10-05,2VxeLyX666F8uXCJ0dZF8B,-6.362
450,No Es Justo,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,J Balvin,1487129,2018-10-05,5qFeMRz4TvetPmzjre9Dq7,-4.494
451,Cuando Te Besé,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,Becky G,1477179,2018-10-05,2XXMDz7SPZ4mSFN1PXfHUy,-3.713
452,One Kiss (with Dua Lipa),https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,Calvin Harris,1474675,2018-10-05,7ef4DlsgrMEH11cDZd32M6,-3.24
453,Quiere Beber,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,Anuel AA,1439253,2018-10-05,3rPAD722s5FFNnwjC91t7Z,-3.482
454,Uproar,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,Lil Wayne,1438120,2018-10-05,3wScL5W8H40zzCKN0atfBk,-2.188
455,Off White VLONE (Lil Ba,https://open.spotify.com/track/6PoKfDY78ih5OveWirggRX,& Gunna feat. Lil Durk & NAV),1412363,2018-10-05,6PoKfDY78ih5OveWirggRX,-8.115
456,My Blood,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD,Twenty One Pilots,1409335,2018-10-05,5HeKOKc4phmLn8e4I7EkzD,-6.609
457,rockstar (feat. 21 Savage),https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Post Malone,1409067,2018-10-05,0e7ipj03S05BNilyu5bRzt,-6.09
458,Chlorine,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,1403903,2018-10-05,23OXdR7YuUBVWh5hSnYJau,-7.388
459,Jackie Chan,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,Tiësto,1381154,2018-10-05,4kWO6O1BUXcZmaxitpVUwp,-2.867
460,God's Plan,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,Drake,1357464,2018-10-05,6DCZcSspjsKoFjzjrWoCdn,-9.211
461,Let It Fly (feat. Travis Scott),https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,Lil Wayne,1343560,2018-10-05,0CBQ0m3mufWH75LTYB3s6h,-3.321
462,High Hopes,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,1325759,2018-10-05,1rqqCSm0Qe4I9rUvWncaom,-2.729
463,Good,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,e (feat. Nicki Minaj & Willy William),1322681,2018-10-05,5Xn4IyTtW6FUGIUyWjbUHG,-3.694
464,Tints (feat. Kendrick Lamar),https://open.spotify.com/track/1gnwGVoG7V08vMX3hyr90x,Anderson .Paak,1307892,2018-10-05,1gnwGVoG7V08vMX3hyr90x,-6.73
