,Title,Artist,Streams,Date,Token,Duration,Loudness,Speechiness,Energy,Tempo,Valence,Instrumentalness,Modality
877,Alive,Khalid,877271,2019-04-05,12VqHHz4wvVcnEdSivjLeQ,177413,-10.419,0.0425,0.406,78.616,0.205,0.0597,1
878,91's,PNL,869429,2019-04-05,4LAGHmHcSt0HHwXCJcFri6,233597,-7.834,0.0827,0.705,103.048,0.228,0.0,0
879,Déconnecté,PNL,842352,2019-04-05,7qqPnzVQILmJeldy9smPLj,316949,-8.409,0.16,0.606,104.887,0.233,1.01e-05,0
880,DEUTSCHLAND,Rammstein,840978,2019-04-05,1T8IRUJBga0JXioJZvxjBR,322340,-5.242,0.0442,0.895,120.117,0.237,0.349,1
881,Heaven,Khalid,832728,2019-04-05,0Hgqglypzt6Qs5Duqskcqs,213027,-8.881,0.0374,0.479,116.989,0.11,0.663,1
882,La misère est si belle,PNL,825860,2019-04-05,1s3XtkdfT3obSCbQVWtvX9,304524,-6.764,0.0477,0.624,95.968,0.628,0.000734,0
883,Inmortal,Aventura,803296,2019-04-05,2swZ0X1njeU32SNJeBKIfW,256440,-4.65,0.0349,0.775,124.015,0.848,0.0,0
884,Hope Not,BLACKPINK,745730,2019-04-05,7mW8ar9hy7GSeH4lohyOKs,191030,-4.998,0.0267,0.422,110.037,0.182,0.0,0
885,Kills You Slowly,The Chainsmokers,741337,2019-04-05,1Pz3QmQFBFuI60rxCQBeW6,213333,-8.736,0.0554,0.429,149.967,0.242,0.0,0
886,Autre monde,PNL,741844,2019-04-06,2aG2nLUd8NNI7vFuOLBCe0,281670,-7.867,0.0893,0.452,134.778,0.119,2.11e-05,1
887,Chang,PNL,708354,2019-04-06,5n9NAd0Y5OUeOGU0nVtLua,314367,-9.482,0.0874,0.456,94.032,0.124,0.0,1
888,Blanka,PNL,704461,2019-04-06,295SxdR1DqunCNwd0U767w,254218,-5.98,0.047,0.564,108.004,0.394,1.83e-05,1
889,Hasta la vista,PNL,684220,2019-04-06,6YHnhfw8yMCx4vZvsgem3D,216285,-6.382,0.117,0.76,99.974,0.813,0.0,0
890,Blackberry Sky,Eno,681471,2019-04-06,4cawYWrqMRz0T0hOIVxk6j,156497,-8.589,0.0434,0.625,102.996,0.647,0.00527,0
891,NI BIEN NI MAL,Bad Bunny,575197,2019-04-07,278kSqsZIiYp8p3QjYAqa8,236216,-8.33,0.0674,0.449,128.028,0.337,1.85e-05,0
892,Kill This Love,BLACKPINK,3252501,2019-04-08,3VHrwffnUZFb7FidvPV3OA,189052,-4.141,0.237,0.861,131.974,0.58,0.00175,1
893,Who Do You Love,The Chainsmokers,1281223,2019-04-08,11cDEev79fPKi6uJCjUhu8,226747,-4.673,0.0447,0.835,140.024,0.435,0.0,1
894,Kick It,BLACKPINK,667364,2019-04-08,5R0cvR5BMFkLomChhmcCzr,191226,-3.647,0.0445,0.787,124.949,0.381,0.0,0
895,Affalterbach,Shindy,651529,2019-04-08,1L8LtC2s161XwY6YrtnQjw,173220,-4.663,0.327,0.674,115.897,0.766,0.0,1
896,cOcO MAmA,Dardan,640298,2019-04-08,0oOPa0AlLnjCO6eci0HIdH,190000,-6.761,0.217,0.59,99.785,0.374,2.47e-06,0
897,Deux frères,PNL,640186,2019-04-08,6hzi3AGB39FjxFqcjgbWs7,247460,-7.063,0.0498,0.659,112.019,0.308,0.00224,0
898,Bluffin',Khalid,638273,2019-04-08,42w7pX3r1TpLR0i55Ek5ND,199240,-10.323,0.0461,0.314,129.664,0.288,0.000436,1
899,No New Friends,Sia,625297,2019-04-08,3Y7a0typ6ik1KscmebXd6D,175823,-4.622,0.0429,0.702,106.044,0.688,0.000256,1
900,Intro,Khalid,667012,2019-04-09,5BfMJ6iytQnu1r7iiCYSXe,213253,-9.725,0.0339,0.414,79.556,0.0553,0.0257,1
901,Paradise,Khalid,663299,2019-04-09,6fOOKqQWcSy33ApU1wqkkW,173653,-9.558,0.15,0.452,75.046,0.523,0.00329,1
902,Twenty One,Khalid,657734,2019-04-09,1NgCWYuBLfqBDA3b8MgSVU,184200,-8.574,0.0371,0.445,109.981,0.405,0.00409,1
903,Splashin,Rich The Kid,631986,2019-04-09,3KLo7ByvjCNyBrfz5DZ2mO,177864,-8.099,0.564,0.382,100.017,0.379,0.0,1
904,Self,Khalid,693566,2019-04-10,1WqLtczgKdbHFHhefOU0y7,229960,-7.889,0.333,0.693,143.98,0.439,0.759,0
905,Free Spirit,Khalid,691383,2019-04-10,2kAIpGWnlFLQh48iut6Zzq,182080,-9.477,0.0332,0.446,139.994,0.11,0.00077,0
906,Hundred,Khalid,655197,2019-04-10,0HEckRWFSknIupbGzavk5d,277080,-10.06,0.0564,0.483,120.005,0.479,0.000375,0
907,Money,Cardi B,641944,2019-04-10,2GGMabyHXnJmjY6CXhhB2e,183527,-6.508,0.29,0.59,130.003,0.219,0.0,0
908,Un Año,Sebastian Yatra,1186791,2019-04-11,5BDP2tky8oMQJPS33frKVp,164440,-6.808,0.0514,0.382,94.931,0.535,0.0,0
909,Bad Luck,Khalid,720288,2019-04-11,2vsuel3g4zaLYSOY0mOMbi,231653,-5.515,0.0548,0.52,164.047,0.303,0.371,0
910,Cristina,Sebastian Yatra,680764,2019-04-11,1Kjer1JoWuJGNwGV6Pbgv1,202040,-4.368,0.0437,0.502,87.0,0.695,0.0,1
911,Right Back,Khalid,679450,2019-04-11,5A1w94uzc1kO1Zhe8WWxC3,215227,-9.918,0.308,0.427,97.032,0.605,3.62e-05,0
912,Price On My Head (feat. The Weeknd),NAV,646108,2019-04-11,4hqOmrCCJKyiuwDexd8c2t,217776,-6.104,0.136,0.574,74.949,0.278,1.65e-05,0
913,HUMBLE.,Kendrick Lamar,642549,2019-04-11,7KXjTSCq5nL1LoYtL7XAwS,177000,-6.638,0.102,0.621,150.011,0.421,5.39e-05,0
914,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,858117,2019-04-12,2VDTgXwf3F6kcpX4HI0BKy,195747,-5.915,0.0817,0.525,167.811,0.533,2.6e-05,0
915,Bye Bye,Capital Bra,764119,2019-04-12,60yqRJXgkrPEvP977ZIOWb,176823,-6.154,0.193,0.76,93.968,0.723,0.0,1
916,Harami,Samra,759127,2019-04-12,5xIODxqlpUnRVA9ewZUCug,182522,-4.839,0.344,0.774,86.692,0.635,0.0,0
917,Borderline,Tame Impala,715904,2019-04-12,3O8X1DE9btbzy4UH9cSX9a,274294,-6.839,0.0272,0.71,97.976,0.726,1.77e-05,0
918,Can We Pretend (feat. Cash Cash),P!nk,691914,2019-04-12,3O0e0LHTpza0rYVDbZfQ4r,224360,-3.447,0.406,0.806,115.172,0.45,0.0,0
919,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,682000,2019-04-12,4lJNen4SMTIJMahALc3DcB,187027,-5.948,0.0338,0.714,112.009,0.489,7.23e-05,1
920,Vaina Loca,Ozuna,666565,2019-04-13,48zFZh27QU5qsrBjn4C2FA,176133,-4.249,0.0752,0.805,93.983,0.555,0.0,1
921,Contando Lunares (feat. Cruz Cafuné),Don Patricio,659921,2019-04-13,6Cs7b9bu3fy5XhMwBA9Tz4,219667,-10.481,0.131,0.523,105.935,0.709,0.0,0
922,Bubalu,Becky G,562917,2019-04-14,7dNwJbsT0sg1le5kVugGJb,228493,-10.47,0.0895,0.355,145.929,0.253,0.0,0
923,good,e,627467,2019-04-15,3LgWsmilsrWXiPYQFRD0T7,119410,-21.877,0.0503,0.138,74.318,0.0503,0.55,0
924,Undrunk,FLETCHER,631833,2019-04-16,5SHhPFh68OhUmuRPymKX9d,183428,-6.703,0.0781,0.572,92.859,0.542,2.41e-06,1
925,Nights Like This (feat. Ty Dolla $ign),Kehlani,652669,2019-04-17,6ZRuF2n1CQxyxxAAWsKJOy,201788,-5.131,0.15,0.725,146.163,0.291,0.0,1
926,Don't Pretend (feat. SAFE),Khalid,650436,2019-04-17,1E6DEDWDKHoOW0fcFuDghV,165840,-8.833,0.0815,0.551,89.0,0.219,0.00551,1
927,Sola,Manuel Turizo,642891,2019-04-17,675w3ACw5xZR3ODhUJlEVN,195044,-5.233,0.111,0.706,92.965,0.856,0.0,0
928,Insomnia,Daya,706022,2019-04-18,7hzlzoOwCZ4D3Ow5YZK4kj,179746,-5.095,0.0611,0.653,123.084,0.379,0.0,1
929,Créeme,KAROL G,686153,2019-04-18,1mT47pKLXUwPYGwB91GcNz,212493,-3.501,0.0547,0.872,96.939,0.682,0.000146,1
930,Que Mas Pues - Remix,Sech,674137,2019-04-18,1k1CJlU1eAEpAbNK0TVeKD,305962,-5.027,0.195,0.661,113.363,0.813,2.33e-06,1
931,Cherry Lady,Capital Bra,667923,2019-04-18,3r1cV21xPMkgCmxk8VqWOB,135597,-7.145,0.0755,0.549,114.445,0.654,0.000964,0
932,Kiss and Make Up,Dua Lipa,656138,2019-04-18,13hvHEstJ4sNbzdroPrPI3,190560,-4.383,0.146,0.729,99.986,0.63,0.0,1
933,Medellín (with Maluma),Madonna,922248,2019-04-19,3tTV4DYlhkiXRNiiXwIAPf,298164,-7.093,0.288,0.685,91.98,0.462,1.82e-05,1
934,Slide (feat. Blueface & Lil Tjay),French Montana,699505,2019-04-19,40Zb4FZ6nS1Hj8RVfaLkCV,186344,-3.895,0.26,0.704,96.004,0.591,0.0,0
935,Intro : Persona,BTS,646697,2019-04-19,2isSdmQfVv32j2haL6hk9x,171023,-4.475,0.342,0.87,86.622,0.652,0.0,0
936,Au DD,PNL,640429,2019-04-20,5lCxlSBFyP5g4EhVypAoOu,247161,-7.706,0.0704,0.698,119.963,0.119,2.32e-05,0
937,CHopstix (with Travis Scott),ScHoolboy Q,618155,2019-04-20,01DOm09B2AbiTARAbXVI6g,181153,-6.996,0.118,0.6,127.933,0.607,0.0,0
938,We Will Rock You - Remastered,Queen,582200,2019-04-21,4pbJqGIASGPr0ZpGpnWkDn,122067,-7.316,0.119,0.497,81.308,0.475,0.0,1
939,Somebody To Love - Remastered 2011,Queen,555610,2019-04-21,4rDbp1vnvEhieiccprPMdI,296480,-6.826,0.0627,0.702,109.722,0.393,1.24e-06,1
940,Wow. - Remix,Post Malone,589463,2019-04-22,0fcq51a3gOI6gPvzc0YLsk,170053,-6.272,0.194,0.64,100.002,0.486,0.0,0
941,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,588706,2019-04-22,2LskIZrCeLxRvCiGP8gxlh,198903,-5.45,0.0412,0.723,104.969,0.288,2.06e-06,0
942,Pray You Catch Me,Beyoncé,1155602,2019-04-23,00v5O7qsglyTtp2q1M9DZr,196000,-13.676,0.038,0.218,175.844,0.0786,0.0668,0
943,Daddy Lessons,Beyoncé,1097873,2019-04-23,0lCf7sZrGyEAKrfA1AXG11,287960,-8.334,0.205,0.5,90.963,0.575,0.0,1
944,Freedom (feat. Kendrick Lamar),Beyoncé,1038177,2019-04-23,6pXcDMr10gh902gPlKuSLv,289760,-6.421,0.294,0.804,84.733,0.408,0.0,1
945,All Night,Beyoncé,1023224,2019-04-23,0VgGHwbFBA5B9et2mSDdYQ,322000,-7.073,0.0865,0.572,136.304,0.625,2.22e-05,1
946,Love Drought,Beyoncé,951797,2019-04-23,1gZqRnn8P56wZZGwilEHiZ,237467,-10.62,0.0439,0.538,157.063,0.21,0.595,0
947,Forward (feat. James Blake),Beyoncé,684903,2019-04-23,2bOWJIYSbhwg2NMQq1QMYH,79200,-15.633,0.0474,0.133,124.397,0.0498,0.0591,0
948,Don't Know What To Do,BLACKPINK,646222,2019-04-23,1TaQciB8qqRZ9fxWGhS65X,201081,-4.164,0.049,0.64,129.815,0.409,0.0,0
949,Jamais Vu,BTS,633308,2019-04-23,0eeeyCAGnGZInPtpkdYiPa,227275,-6.73,0.0428,0.47,81.0,0.241,0.0,1
950,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,619668,2019-04-23,6ya8ejoKgw906Y8LWclqrp,233278,-5.152,0.395,0.833,79.351,0.702,0.0,0
951,All Night,Beyoncé,901950,2019-04-24,7oAuqs6akGnPU3Tb00ZmyM,322000,-7.079,0.085,0.573,136.304,0.626,2.16e-05,1
952,Freedom (feat. Kendrick Lamar),Beyoncé,879804,2019-04-24,7aBxcRw77817BrkdPChAGY,289760,-6.412,0.305,0.803,84.378,0.406,0.0,1
953,Pray You Catch Me,Beyoncé,837215,2019-04-24,7rLDARtJALM7QdiJDMXW7m,195987,-13.676,0.037,0.215,174.824,0.0746,0.0717,0
954,Love Drought,Beyoncé,771075,2019-04-24,2RQAG0wQt35UzAPEyVJFWN,237440,-10.602,0.0426,0.535,157.01,0.216,0.64,0
955,Sandcastles,Beyoncé,695640,2019-04-24,2FNPJWVdGxYhWaotd6rULS,182720,-10.171,0.0348,0.357,84.119,0.101,1.76e-05,1
956,Don't Worry Bout Me,Zara Larsson,636980,2019-04-24,507tQXutCPYNFkpOq8tmKF,208812,-6.274,0.0636,0.706,125.041,0.33,0.000752,1
957,Walk Me Home,P!nk,953695,2019-04-25,7DHApOHsIFo7EyfieArYGE,177391,-6.119,0.0445,0.453,88.038,0.432,0.0,1
958,Before I Let Go - Homecoming Live Bonus Track,Beyoncé,854570,2019-04-25,3FUXVbi9ugVUqJ3rPrfd2G,240777,-5.589,0.0968,0.844,103.009,0.469,0.0,0
959,6 Inch (feat. The Weeknd),Beyoncé,743333,2019-04-25,0pxNyJJiL2zZZ5GgJ4JhsQ,260440,-8.832,0.0632,0.637,138.011,0.324,3.89e-06,1
960,HOME,BTS,652407,2019-04-25,7lthOBXNue2IvedLRfkod8,234178,-4.625,0.0429,0.799,142.991,0.535,0.0,0
961,Don't Hurt Yourself (feat. Jack White),Beyoncé,650156,2019-04-25,78eouBKVRyhbSzJwChr6QM,233667,-6.483,0.21,0.686,136.537,0.645,1.36e-06,0
962,Dionysus,BTS,648195,2019-04-25,6JdS5rJvJaRA7B1tcm7kxZ,249215,-2.769,0.107,0.91,176.084,0.588,0.0,1
963,Last Hurrah,Bebe Rexha,633663,2019-04-25,0i0wnv9UoFdZ5MfuFGQzMy,150333,-4.585,0.0317,0.618,84.259,0.401,0.0,0
964,Daddy Lessons,Beyoncé,624319,2019-04-25,71OvX5NNLrmz7rpq1ANTQn,287987,-8.37,0.216,0.503,90.886,0.598,0.0,1
965,Rolex,Capital Bra,619582,2019-04-25,38lQ7lYhN3eSWepnZHaiBF,235955,-6.542,0.345,0.59,91.985,0.716,0.0,0
966,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,618908,2019-04-25,6Dma0t0hOe6Bd6u5YRKF3n,175827,-4.641,0.0466,0.703,106.032,0.638,0.000251,1
967,Gang Gang,ScHoolboy Q,899757,2019-04-26,6kqPWdv1pNXp6A2CowGSFA,135493,-5.721,0.109,0.491,129.979,0.0561,1.34e-05,1
968,CrasH,ScHoolboy Q,855453,2019-04-26,6BKAKoo7J2vwJGZJs5dhGD,161480,-6.001,0.175,0.644,132.019,0.79,0.0,1
969,Dangerous (feat. Kid Cudi),ScHoolboy Q,821086,2019-04-26,0IH3D0P8OrQFs6ajcqbm0R,150613,-9.455,0.102,0.544,171.867,0.0569,1.71e-05,1
970,5200,ScHoolboy Q,815137,2019-04-26,1e3GEwsaXtBNtPfooQimDn,211800,-5.185,0.413,0.545,127.99,0.32,0.0,1
971,Tales,ScHoolboy Q,788434,2019-04-26,6kmSmIbfnGTaGCgwFW7umS,173280,-4.454,0.245,0.82,140.021,0.717,1.65e-06,1
972,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,776158,2019-04-26,45zJRuzK9e6AO527NOW7Fy,190700,-6.178,0.183,0.661,112.029,0.467,2.09e-05,0
973,Drunk (feat. 6LACK),ScHoolboy Q,755508,2019-04-26,06Y14QBRyzmPRqrswAfF4J,212253,-8.029,0.214,0.617,80.358,0.383,0.0,0
974,Jenny of Oldstones (Game of Thrones),Florence + The Machine,751680,2019-04-26,1u0THw5xaGd7sYzJEh48Lt,188639,-10.653,0.0797,0.195,46.489,0.171,9.73e-06,0
975,Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,737610,2019-04-26,7gPHxxAq4YjK7GoLT3Vch3,171000,-5.854,0.3,0.501,93.987,0.22,0.0,1
976,okay,LANY,705351,2019-04-26,1a0Mg4XPdt4EKsUz5beRZY,169183,-7.674,0.214,0.721,119.919,0.555,2.88e-06,1
977,Sorry - Original Demo,Beyoncé,700423,2019-04-26,6eR1N0EBHiDkGDzegX99d3,204400,-12.573,0.125,0.26,155.033,0.421,5.09e-06,1
978,Stop Snitchin,YG,683454,2019-04-26,3hhs1XHsWvbH0mP9D1BT2Z,149893,-5.502,0.282,0.714,90.468,0.601,4.56e-06,1
979,Sorry,Beyoncé,669555,2019-04-27,0lnIJmgcUpEpe4AZACjayW,232560,-7.274,0.0535,0.598,129.988,0.356,4.44e-06,1
980,Hold Up,Beyoncé,660837,2019-04-27,0rzNMzZsubFcXSEh7dnem7,221093,-11.936,0.405,0.397,80.744,0.552,0.0,1
981,Truth Hurts,Lizzo,1075674,2019-04-28,5Qel1sTrU4LM8HlJSPT2jd,173325,-3.046,0.114,0.624,158.087,0.412,0.0,0
982,Que Le De,Rauw Alejandro,542489,2019-04-28,08aYFNUTIOMGq93e2VSArQ,225600,-2.715,0.0785,0.75,99.997,0.609,0.0,1
983,Mikrokosmos,BTS,621872,2019-04-29,5hnbE5BF2e8BCk9OMR1UVC,224225,-5.212,0.114,0.858,174.039,0.475,0.0,1
984,Numb Numb Juice,ScHoolboy Q,616631,2019-04-29,6tByydPskASjm9jTPkNQq0,107147,-6.015,0.367,0.492,156.958,0.203,7.79e-05,1
985,Make It Right,BTS,608635,2019-04-29,6KUE0HSSudAp9AOycaF6SH,226321,-7.874,0.444,0.703,105.766,0.261,0.0,1
986,Formation,Beyoncé,595020,2019-04-29,6g0Orsxv6glTJCt4cHsRsQ,206080,-6.857,0.237,0.621,121.966,0.818,0.0,0
987,Next,Ufo361,737351,2019-04-30,1x4MJYA9mJRph3fygU51K4,164471,-4.805,0.182,0.749,154.943,0.31,0.0,0
988,Speechless (feat. Erika Sirola),Robin Schulz,659189,2019-04-30,1rCcsYnmqbMYdkG7kS9GC5,214942,-4.777,0.062,0.728,125.047,0.266,1.42e-06,1
989,Goddamn (feat. A Boogie wit da Hoodie),Tyga,626312,2019-04-30,0Zl4G9qcdXV5hVhdOirNHG,211040,-6.002,0.227,0.573,105.052,0.42,0.0,0
990,Punto G,KAROL G,624641,2019-04-30,5Lb1pjnll07UQKxNpnnGBy,181587,-4.738,0.0865,0.751,165.961,0.926,0.000139,0
991,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,622404,2019-04-30,6JqpFboOH2bq9pzaYbkKBn,187200,-3.713,0.0711,0.752,100.066,0.698,0.0,0
992,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,620197,2019-04-30,2ktoFujjJtantyMoVdBJlX,256418,-5.411,0.169,0.791,176.011,0.856,6.55e-06,1
993,Power is Power,SZA,1244477,2019-05-01,35RDmXJ59YYGNlv1KfTGsP,211267,-7.485,0.0641,0.644,179.913,0.172,0.0,1
994,Who Do You Love,The Chainsmokers,1226018,2019-05-01,7ql71hBakyMi0Lxiq3Mugs,226747,-4.673,0.0447,0.835,140.024,0.435,0.0,1
995,Moonlight,Gaullin,585335,2019-05-01,0A5gdlrpAuQqZ2iFgnqBFW,173067,-5.687,0.085,0.761,124.957,0.29,0.0119,0
996,Truth Hurts,Lizzo,1397884,2019-05-02,4HFpIAtiojlAuYNmITpYGn,173325,-3.046,0.114,0.624,158.087,0.412,0.0,0
997,Desconocidos,Mau y Ricky,1120805,2019-05-02,0s5DNDV6LAKn2u2Ufa3VjQ,204453,-4.598,0.166,0.771,174.006,0.709,3.29e-06,1
998,8,Billie Eilish,631277,2019-05-02,6X29iaaazwho3ab7GNue5r,173202,-13.239,0.315,0.235,62.446,0.462,0.00604,1
999,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,629444,2019-05-02,6mCqxnyOhr4tHMbRbQL4Yn,248043,-4.049,0.0417,0.728,119.945,0.198,0.0,1
1000,Young Dumb & Broke,Khalid,614971,2019-05-02,5Z3GHaZ6ec9bsiI5BenrbY,202547,-6.351,0.0421,0.539,136.949,0.394,1.66e-05,1
1001,Solo (feat. Demi Lovato),Clean Bandit,610071,2019-05-02,3NuK5xMlSlB6K2Qp16zf3h,222707,-4.608,0.0446,0.622,104.966,0.556,4.85e-05,0
1002,Joy,Bastille,842922,2019-05-03,3QpkbrYXtlU3LRJu3sTK6V,192523,-4.811,0.132,0.915,117.914,0.361,0.0,1
1003,Keanu Reeves,Logic,777179,2019-05-03,25F6MWrnFBCXVnpN4n76EK,225987,-6.457,0.235,0.888,170.193,0.816,0.0,1
1004,MONOPOLY (with Victoria Monét),Ariana Grande,704913,2019-05-03,6tsOcBnaKgzK22yEiqRh8P,158587,-8.282,0.378,0.507,143.96,0.695,3.14e-05,1
1005,CHopstix (feat. Travis Scott),ScHoolboy Q,697132,2019-05-03,2EGtBS7Ws3ajiSkJLviFJ4,180453,-7.092,0.111,0.597,127.931,0.619,0.0,0
1006,Bola Rebola,Tropkillaz,646513,2019-05-04,1OUPXna2MCgAt3VNmXJBtg,193440,-4.538,0.0593,0.777,129.984,0.865,0.00609,0
1007,Te Boté - Remix,Nio Garcia,623148,2019-05-04,3V8UKqhEK5zBkBb6d6ub8i,417920,-3.445,0.214,0.675,96.507,0.442,1.28e-05,0
1008,Leave Me Alone,Flipp Dinero,558600,2019-05-05,14mHfNsSHN0FbLftyjrV9g,195637,-2.806,0.0851,0.743,150.024,0.742,0.0,1
1009,MIDDLE CHILD,PnB Rock,617510,2019-05-06,4AEzAEnbm9uRgbmTdeI63K,151574,-6.4,0.48,0.567,151.895,0.398,0.0,1
1010,Cristina,Sebastian Yatra,585431,2019-05-06,703iVQrfbQsXt7Uzgy1h8k,201627,-4.342,0.0557,0.508,81.96,0.668,0.0,1
1011,Piece Of Your Heart,MEDUZA,1377143,2019-05-07,5p1ex0pXv6jSPJ6QbumQpD,152913,-6.806,0.0295,0.744,124.08,0.631,0.00016,0
1012,Be Alright,Dean Lewis,1094110,2019-05-07,2H4gf1wLxvYreMj1jcaN0k,196493,-7.595,0.034,0.537,126.421,0.493,0.0,1
1013,Contra La Pared,Sean Paul,1109869,2019-05-08,3JjaofJ0lCeEsFSZqppzOp,224681,-7.14,0.118,0.588,94.052,0.598,0.0,1
1014,Hurts 2B Human (feat. Khalid),P!nk,606177,2019-05-08,2BM7nF0pMIpLQOT04o691Z,202640,-5.647,0.167,0.62,83.031,0.158,0.0,1
1015,Rise,Jonas Blue,601435,2019-05-08,3KLygy1YWhmrQx0GRs7IOx,194408,-4.65,0.0333,0.785,106.046,0.655,0.0,1
1016,Best Part (feat. Daniel Caesar),H.E.R.,594915,2019-05-08,4OBZT9EnhYIV17t4pGw7ig,209400,-10.219,0.0405,0.371,75.208,0.413,0.0,0
1017,Homicide,Logic,3242733,2019-05-09,0Lw6aQcBFWTQ9m4MSwwwes,245413,-5.656,0.398,0.764,139.831,0.796,0.0,0
1018,Pa Mí - Remix,Dalex,1868319,2019-05-09,224EVTFiLsdQignUFLvDeH,360960,-8.029,0.22,0.62,170.018,0.727,5.27e-06,0
1019,Just You and I,Tom Walker,634496,2019-05-09,03x2rVJRFUrvwlfxoHd9Mo,174983,-5.416,0.301,0.696,92.061,0.544,0.0,1
1020,Beautiful (feat. Camila Cabello),Bazzi,625977,2019-05-09,4VUwkH455At9kENOfzTqmF,180000,-4.722,0.0337,0.717,100.027,0.249,0.0,1
1021,Floating (feat. 21 Savage),ScHoolboy Q,619607,2019-05-09,4NN6N5TxBO5k9uqu0W4gfQ,186827,-4.977,0.344,0.545,139.932,0.543,0.0,0
1022,FANCY,TWICE,617762,2019-05-09,2FXd6kKCtBIc6UfN1gH1pA,213886,-2.15,0.045,0.874,132.022,0.775,0.0,0
1023,Mama/Show Love (feat. YBN Cordae),Logic,965753,2019-05-10,43IfdE75ficQgsI8QGBvwb,241307,-4.322,0.124,0.823,154.053,0.256,0.0,0
1024,clickbait,Logic,852238,2019-05-10,0XIsaklmegqPEdOr38DVEt,157000,-5.625,0.0925,0.708,156.007,0.765,3.79e-05,1
1025,Still Ballin (feat. Wiz Khalifa),Logic,828466,2019-05-10,0ZN72tCEgbwPXEtj6TPMxK,239987,-5.27,0.104,0.677,160.001,0.75,1.06e-05,1
1026,Wannabe,Logic,823319,2019-05-10,2CqMWqcHywYRvwzdw2Wh4P,78800,-7.551,0.0946,0.828,134.012,0.706,0.0,1
1027,Can't Take It From Me (feat. Skip Marley),Major Lazer,801943,2019-05-10,1MBtNXoT6cXrrSstG07Lf7,175867,-6.292,0.0975,0.847,144.936,0.503,7.95e-06,1
1028,Bad,James Bay,757766,2019-05-10,3xRcQ04b0l5RiU2w7lJhCD,225920,-5.587,0.0362,0.413,139.981,0.29,0.0,1
1029,Out Of Sight,Logic,755081,2019-05-10,3Z6O6zNyxqmqevwy5Dy4cs,137947,-6.159,0.132,0.918,174.022,0.664,2.9e-05,0
1030,Pardon My Ego,Logic,732677,2019-05-10,45uPKvMUFmObuDYka9AnKa,173547,-4.962,0.0683,0.954,95.489,0.506,0.00538,1
1031,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,728644,2019-05-10,5duCElafuovM4ZSmkQL4hn,179388,-6.775,0.338,0.493,93.016,0.157,0.0,1
1032,Ela É do Tipo,MC Kevin o Chris,645084,2019-05-11,2x8TNY9KwNvD19gVGs4WOP,204931,-6.615,0.373,0.398,90.695,0.633,0.0,1
1033,Confessions of a Dangerous Mind,Logic,624989,2019-05-11,4EQSeRRJmk3h3HQ5KlkzVy,283867,-4.093,0.208,0.756,141.97,0.637,0.0,0
1034,Reggaeton,J Balvin,615207,2019-05-11,2D3z17LBMJ2HEHeBFFjTLi,158800,-4.325,0.191,0.74,176.059,0.552,9.94e-05,0
1035,Adictiva,Daddy Yankee,564640,2019-05-12,6MJUCumnQsQEKbCy28tbCP,207853,-3.206,0.0563,0.771,99.038,0.701,5.62e-05,0
1036,Shotgun,George Ezra,551411,2019-05-12,4ofwffwvvnbSkrMSCKQDaC,201287,-4.733,0.0457,0.735,115.741,0.754,0.0,1
1037,Happier,Ed Sheeran,547491,2019-05-12,2RttW7RAu5nOAfq6YFvApB,207520,-7.355,0.0288,0.385,89.792,0.236,0.0,1
1038,Icy (feat. Gucci Mane),Logic,753829,2019-05-13,5sCwso3aURYAdieWEFI1nE,265267,-4.866,0.0845,0.522,151.99,0.477,1.19e-06,1
1039,Soltera,Lunay,613279,2019-05-13,4T4CZ3Q4z3GG7lU720YYhM,213913,-4.325,0.0399,0.731,91.991,0.854,0.0,1
1040,COMMANDO (feat. G-Eazy),Logic,609993,2019-05-13,2SDFznsHkeFXiPFwN0npVM,211933,-6.473,0.313,0.486,77.028,0.142,0.0,1
1041,Keanu Reeves,Logic,604206,2019-05-13,1JIgaRnqtzS7DuGM3hVZU9,225933,-6.457,0.24,0.891,170.13,0.799,0.0,1
1042,Hey Julie! (feat. Lil Yachty),KYLE,616856,2019-05-14,1jkEorRvoRQNo1WZfD1X5q,156443,-5.829,0.293,0.505,161.059,0.757,9.52e-06,1
1043,In My Blood,Shawn Mendes,609571,2019-05-14,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,-7.321,0.066,0.712,140.025,0.487,0.0,1
1044,lovely,Billie Eilish,1509495,2019-05-15,1NJcg626wLln4pGHpiV7mf,200186,-10.109,0.0333,0.296,115.284,0.12,0.0,0
